0,true,prediction by hmm,prediction with our model,sentence
350,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","['not', 'even', 'the', 'time', 'he', 'was', 'dunked', 'head', 'first', 'in', 'a', 'tub', 'of', 'dubious', 'liquid', ',', 'and', 'brought', 'up', 'gasping', 'for', 'breath', ':', 'make', 'him', 'sing', 'god', 'save', 'the', 'queen', '!', 'they', 'shouted', '.']"
351,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0]","['he', 'watched', 'her', 'as', 'she', 'went', 'past', 'at', 'a', 'walk', ',', 'the', 'black', 'labrador', 'and', 'he', 'both', 'gazing', 'wistfully', ',', 'their', 'breath', 'steaming', 'in', 'the', 'cold', 'february', 'morning', '.']"
352,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0]","['one', 'of', 'the', 'most', 'successful', 'hollywood', 'tv', 'producers', ',', 'david', 'jacobs', ',', 'the', 'creator', 'of', 'dallas', ',', 'believes', 'the', 'western', 'also', 'fell', 'victim', 'to', 'late', '1960s', 'iconoclasm', '.']"
353,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0]","['she', 'wo', ""n't"", 'of', 'watched', 'it', ',', 'cos', 'it', ""'s"", 'bound', 'to', 'be', 'on', 'a', 'wednesday', 'night', '!']"
354,"[0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0]","['is', 'it', 'possible', 'that', 'major', 'would', 'rather', 'go', 'into', 'opposition', 'with', 'the', 'dangers', 'that', 'would', 'mean', 'for', 'his', 'continued', 'leadership', 'of', 'the', 'conservative', 'party', 'than', 'offer', 'pr', 'and', 'scottish', 'devolution', 'to', 'the', 'liberal', 'democrats', '?']"
355,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","['saturday', ',', 'so', 'we', 'go', 'home']"
356,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]","['do', ""n't"", 'you', 'dawdle', 'over', 'your', 'breakfast', 'then', ',', 'not', 'if', 'you', 'intend', 'to', 'make', 'yourself', 'useful', '.']"
357,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]","['but', 'i', ""'ll"", 'find', 'them', ',', 'and', 'you', 'wo', ""n't"", 'have', 'any', 'bother', '.']"
358,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['the', 'work', 'of', 'peter', 'townsend', 'and', 'others', 'showed', 'that', ',', 'far', 'from', 'presiding', 'over', 'the', 'elimination', 'of', 'poverty', ',', 'the', 'wilson', 'government', 'actually', 'failed', 'to', 'prevent', 'some', 'of', 'its', 'features', 'from', 'worsening', '(', 'townsend', 'and', 'bosanquet', ',', '1972', ')', '.']"
359,"[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0]","['similarly', ',', 'broad', 'factors', 'such', 'as', 'the', 'state', 'of', 'morale', 'will', 'again', 'only', 'be', 'described', 'by', 'negative', 'features', 'such', 'as', 'absenteeism', ',', 'stoppages', ',', 'strikes', ',', 'low', 'quality', 'output', 'and', 'so', 'on', '.']"
360,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","['perry', '(', '1985', ')', 'has', 'written', 'an', 'interesting', 'book', 'on', 'emergency', 'planning', 'and', 'evacuation', ',', 'covering', 'both', 'natural', 'and', 'technological', 'hazards', '.']"
361,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]","['it', 'really', 'does', ""n't"", 'matter', 'to', 'be', 'honest', 'with', 'you', '.']"
362,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['and', 'go', 'to', 'bank', 'and', 'see', 'what', 'it', 'would', 'cost', 'you', 'for', '.']"
363,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","['i', ""'m"", 'amazed', 'they', 'have', ""n't""]"
364,"[0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0]","[0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0]","[0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0]","['the', 'third', 'section', 'looks', 'at', 'the', 'faltering', 'progress', 'towards', 'integrated', 'services', '.']"
365,"[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","['what', 'do', 'you', 'want', '?']"
366,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0]","[0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0]","['just', 'cut', 'the', 'damn', 'boat', 'loose', ',', 'i', 'said', 'vengefully', '.']"
367,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['ah', 'well', 'i', ',', 'well', ',', 'i', 'would', ""n't"", 'say', 'that', 'really', 'gordon', '.']"
368,"[0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0]","['btp', ""'s"", 'enlarged', 'specialist', 'chemicals', 'activities', 'boosted', 'turnover', 'to', 'â\x92ã\x87ã\x8eâ£60.1million', ',', 'from', 'â\x92ã\x87ã\x8eâ£44.8million', ',', 'in', 'the', 'september', 'half', 'and', 'profit', 'rose', 'to', 'â\x92ã\x87ã\x8eâ£9.6', 'million', 'from', 'â\x92ã\x87ã\x8eâ£5.6', 'million', ',', 'including', 'an', 'exceptional', 'â\x92ã\x87ã\x8eâ£3.1', 'million', ',', 'from', 'the', 'rizzi', 'engineering', 'sale', 'in', 'italy', '.']"
369,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]","['during', 'the', 'early', 'states', 'of', 'the', 'phased', 'evacuation', 'the', 'logistical', 'problem', 'facing', 'the', 'police', 'was', 'the', 'street-by-street', 'warning', 'of', 'the', 'population', 'to', 'make', 'ready', 'for', 'evacuation', '.']"
370,"[0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0]","['you', 'do', ""n't"", 'know', 'the', 'area', ',', 'no', '.']"
371,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0]","['the', 'visual', 'inspiration', 'for', 'the', 'book', 'was', 'the', 'famous', 'advert', 'for', 'start-rite', 'shoes', ',', 'showing', 'a', 'small', 'boy', 'and', 'girl', 'walking', 'off', 'down', 'a', 'tree-lined', 'avenue', 'an', 'innocent', 'image', 'if', 'ever', 'there', 'was', 'one', '.']"
372,"[0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['listing', ',', 'in', 'theory', ',', 'is', 'an', 'objective', 'assessment', 'of', 'architectural', 'or', 'historical', 'importance', 'which', 'does', 'not', 'necessarily', 'prevent', 'demolition', '.']"
373,"[1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0]","[1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0]","[1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0]","['in', 'describing', 'its', 'vision', 'of', 'effective', 'supervision', 'the', 'white', 'paper', 'goes', 'on', 'to', 'note', ':']"
374,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]","['the', 'ideal', 'hotel', 'from', 'which', 'to', 'explore', 'is', 'dedham', 'hall', ',', 'set', 'among', 'tall', 'trees', 'in', 'the', 'vale', 'of', 'dedham', ',', 'looking', 'directly', 'across', 'towards', 'dedham', 'church', 'on', 'one', 'side', 'and', 'flatford', 'mill', 'on', 'the', 'other', ':', 'both', 'painted', 'by', 'constable', '.']"
375,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['we', 'can', 'use', 'the', 'methods', 'described', 'above', 'to', 'elucidate', 'some', 'of', 'these', 'occupations', ',', 'and', 'get', 'a', 'glimpse', ',', 'albeit', 'an', 'imperfect', 'one', ',', 'of', 'the', 'trilobite', 'as', 'it', 'lived', '.']"
376,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0]","['the', 'usual', 'tactic', 'was', 'to', 'march', 'troops', 'across', 'the', 'enemy', ""'s"", 'territory', ',', 'plundering', 'and', 'looting', ';', 'to', 'take', 'fortified', 'places', 'if', 'the', 'task', 'was', 'easy', ';', 'to', 'obtain', 'allies', 'among', 'the', 'lords', 'of', 'the', 'locality', ';', 'and', 'to', 'retreat', 'without', 'fighting', 'a', 'battle', 'if', 'at', 'all', 'possible', 'in', 'effect', 'an', 'application', 'to', 'a', 'wider', 'canvas', 'of', 'the', 'some', 'technique', 'of', 'warfare', 'which', 'had', 'earlier', 'made', 'castellans', 'formidable', 'in', 'the', 'immediate', 'environs', 'of', 'their', 'castles', '.']"
377,"[0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","['scots', 'law', 'treats', 'as', 'murder', 'killings', 'with', 'wicked', 'recklessness', ',', 'a', 'phrase', 'which', 'directs', 'the', 'court', ""'s"", 'attention', 'to', 'the', 'circumstances', 'of', 'the', 'killing', '.']"
378,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0]","['heywood', 'and', 'cornelius', '(', '1989', ')', 'have', 'shown', 'how', 'gis', 'can', 'be', 'used', 'for', 'monitoring', 'possible', 'radiation', 'releases', 'and', 'thus', 'the', 'relevance', 'of', 'gis', 'in', 'nuclear', 'emergency', 'planning', 'and', 'monitoring', '.']"
379,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['i', ""'ve"", 'just', 'left', 'them', 'and', 'i', ""'m"", 'going', 'back', '.']"
380,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0]","['in', 'practice', ',', 'legislation', 'generally', 'forbids', 'such', 'data', 'being', 'held', 'thus', 'and', 'distributed', 'in', 'anything', 'other', 'than', 'area', 'aggregate', 'form', ';', 'the', 'cross-tabulations', 'commonly', 'employed', '(', 'e.g.', 'to', 'give', 'tables', 'of', 'population', 'numbers', 'broken', 'down', 'by', 'age', 'and', 'sex', ')', 'often', 'result', 'in', 'a', 'great', 'multiplication', 'of', 'the', 'data', 'volumes', '.']"
381,"[0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0]","['i', 'never', 'realized', 'it', ""'s"", 'first', 'time', 'price', '.']"
382,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","['mark', 'asked', '.']"
383,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","['obviously', 'striving', 'to', 'be', 'as', 'controlled', 'as', 'possible', ',', 'she', 'smiled', '.']"
384,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['and', 'it', 'does', ',', 'once', 'you', ""'ve"", 'actually', 'heated', 'the', 'water', 'it', 'keeps', 'hot', 'for', 'so', 'long', 'it', ""'s"", 'amazing', '.']"
385,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['well', 'you', 'never', 'know', ',', 'yes', 'exactly', ',', 'yeah', '.']"
386,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['i', 'remember', 'him', 'saying', 'it', 'was', 'a', 'shame', 'that', 'he', 'had', 'to', 'punish', 'us', 'both', 'when', 'only', 'one', 'of', 'us', 'was', 'being', 'naughty', '.']"
387,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","['if', 'a', 'dwelling', 'house', 'is', 'in', 'such', 'a', 'state', 'of', 'disrepair', 'as', 'to', 'be', 'prejudicial', 'to', 'health', 'or', 'a', 'nuisance', ',', 'the', 'tenant', 'may', 'lay', 'an', 'information', 'against', 'his', 'landlord', 'alleging', 'the', 'existence', 'of', 'a', 'statutory', 'nuisance', 'under', 'the', 'public', 'health', 'act', '1936', '.']"
388,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['this', 'is', 'why', 'you', 'know', ',', 'i', ',', 'i', 'think', 'you', 'should', 'keep', 'i', 'keep', 'diaries', 'from', 'years', 'ago', 'because', 'i', 'know', 'you', 'do', ""n't"", 'like', 'nostalgia', ',', 'and', 'i', 'do', ""n't"", ',', 'but', 'it', ""'s"", 'interesting']"
389,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0]","['we', 'only', 'need', 'to', 'remember', 'the', 'differential', 'equation', 'for', 'the', 'scalar', 'potential', 'formula', '(', 'eqn', '(', '2.12', ')', ')', 'and', 'its', 'solution', 'in', 'the', 'form', 'of', 'eqn', '(', '2.24', ')', '.']"
390,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0]","['it', 'is', 'generally', 'accepted', '(', 'p.', '145', ')', 'that', 'hygiene', 'type', 'variables', 'such', 'as', 'pay', 'and', 'working', 'conditions', 'can', ',', 'if', 'they', 'are', 'inappropriately', 'specified', ',', 'depress', 'morale', 'and', 'motivation', 'but', 'they', 'will', 'not', 'in', 'themselves', 'result', 'in', 'very', 'high', 'levels', 'of', 'these', 'parameters', '.']"
